hotel_id,hotel_name,country,city,star_rating,hotel_type,chain_affiliation,rooms,employees,year_opened,last_renovation,occupancy_rate,adr,revpar,annual_revenue,profit_margin,customer_satisfaction,online_rating,n_reviews
HTL_0518,Hotel_Madrid_518,spain,Madrid,3,Chain - International,Radisson,69,66,1984,2016.0,0.707,125.95,89.11,2244.2,0.059,8.2,4.0,372
HTL_D0138,Hotel_Venice_138,italy,Venice,3*,Chain - National,AccorHotels,145,158,1971,2014.0,0.66,204.39,134.86,7137.3,0.069,7.7,3.4,319
HTL_0046,Hotel_Marseille_46,France,Marseille,4,Chain - National,Best Western,151,179,1997,2001.0,0.932,216.46,201.64,11113.3,0.045,8.2,3.9,1253
HTL_0750,Hotel_The Hague_750,Netherlands,The Hague,3,Independent,,120,119,1926,2000.0,0.736,85.5,62.91,,0.124,7.0,3.7,625
HTL_0158,Hotel_Paris_158,France,Paris,4,Resort,,213,210,2014,,0.799,241.09,192.57,14971.4,0.011,,3.4,774
HTL_0622,Hotel_Lisbon_622,PT,Lisbon,2,Resort,,215,161,1992,2014.0,0.661,98.1,64.84,5088.2,0.007,6.7,3.4,373
HTL_0172,Hotel_Marseille_172,France,Marseille,5,Chain - National,Local Chain,173,259,1852,2007.0,0.852,323.47,275.65,17405.7,0.208,8.8,4.3,1354
HTL_0017,Hotel_Rotterdam_17,Holland,Rotterdam,4,Independent,,154,158,1931,2001.0,0.791,241.53,191.05,10738.9,,10.0,4.4,1000
HTL_0512,Hotel_Madrid_512,ES,Madrid,3,Chain - International,Radisson,60,53,2018,,0.77,133.36,102.69,2248.9,0.13,8.6,4.5,170
HTL_0049,Hotel_Paris_49,france,Paris,3,Chain - International,Radisson,55,58,1986,2017.0,0.849,184.63,156.81,3148.0,0.052,6.8,3.1,123
HTL_0800,Hotel_Rotterdam_800,Holland,Rotterdam,4,Independent,,82,76,1894,2008.0,0.781,210.31,164.25,4916.1,0.092,6.2,3.1,241
HTL_0516,Hotel_Vienna_516,AUSTRIA,Vienna,3,Boutique,,11,10,1996,2007.0,0.634,127.76,81.05,325.4,0.097,8.2,3.4,32
HTL_0668,Hotel_Faro_668,Portugal,Faro,2,Chain - National,Best Western,48,34,1960,2003.0,0.663,83.02,55.05,964.5,0.099,6.2,3.5,311
HTL_0481,Hotel_Marseille_481,France,Marseille,4,Chain - National,Hilton,86,99,2007,2007.0,0.979,162.99,159.49,5006.5,0.139,8.4,4.5,434
HTL_0284,Hotel_Madrid_284,ES,Madrid,2*,Chain - National,Marriott,114,94,1971,2007.0,0.808,104.3,84.25,3505.6,0.038,5.5,2.5,310
HTL_0552,Hotel_Barcelona_552,Spain,Barcelona,4,Independent,IHG,95,109,1983,2001.0,0.658,239.13,157.26,,0.103,7.1,3.3,533
HTL_0226,Hotel_Amsterdam_226,Netherlands,Amsterdam,5,Chain - National,Best Western,131,170,2015,,0.974,195.98,190.83,9124.4,,9.5,4.3,881
HTL_0027,Hotel_Cologne_27,Deutschland,Cologne,3,Chain - International,NH Hotels,55,48,1943,2013.0,0.647,213.41,138.16,2773.6,0.108,9.0,4.4,165
HTL_0650,Hotel_Thessaloniki_650,GR,Thessaloniki,4,Independent,NH Hotels,114,127,1995,2018.0,0.594,159.36,94.69,,-0.051,9.7,4.7,539
HTL_0438,Hotel_Malaga_438,Spain,Malaga,2,Independent,,91,63,1976,2023.0,0.582,125.31,72.88,2420.6,0.073,7.4,3.2,262
HTL_0365,Hotel_Naples_365,IT,Naples,3,Chain - International,Meliá,74,-1,1989,2012.0,0.56,161.15,90.31,2439.2,0.09,8.1,3.9,372
HTL_0230,Hotel_Munich_230,Deutschland,Munich,3,Chain - National,AccorHotels,41,35,1882,2016.0,0.654,163.61,107.0,1601.2,0.118,7.2,3.8,246
HTL_0038,Hotel_Malaga_38,spain,Malaga,1,Independent,,64,36,2021,,0.654,78.3,51.24,1197.1,0.096,5.5,3.1,240
HTL_0795,Hotel_Lisbon_795,Portugal,Lisbon,three,Independent,Marriott,88,69,2022,,0.592,153.86,91.05,,0.136,8.6,3.3,196
HTL_0375,Hotel_Milan_375,IT,Milan,4,Independent,,66,83,1911,2015.0,0.654,172.23,112.58,2712.1,0.046,8.6,3.9,119
HTL_0470,Hotel_Athens_470,GREECE,Athens,2,Boutique,AccorHotels,10,6,1977,2015.0,0.665,71.89,47.83,174.6,,8.1,,48
HTL_0797,Hotel_Berlin_797,Deutschland,Berlin,5,Independent,,124,150,1960,2016.0,0.798,244.29,194.94,8823.1,0.082,9.4,4.6,413
HTL_0749,Hotel_Naples_749,Italy,Naples,3,Business,,50,41,2010,,0.938,171.52,160.95,2937.4,0.158,8.5,4.2,457
HTL_0609,Hotel_Barcelona_609,spain,Barcelona,4,Chain - International,AccorHotels,111,119,1962,2004.0,0.661,156.33,103.33,4186.5,0.115,7.7,3.5,300
HTL_0195,Hotel_Nice_195,france,Nice,4,Chain - International,Local Chain,94,100,2012,,0.941,224.71,211.41,7253.6,0.045,9.0,3.9,611
HTL_0705,Hotel_Naples_705,ITALY,Naples,1,Chain - International,AccorHotels,143,71,1983,2012.0,0.62,89.04,55.24,2883.5,0.08,5.2,3.0,496
HTL_0714,Hotel_Milan_714,IT,Milan,2,Chain - National,AccorHotels,53,36,2016,,0.733,80.45,58.99,1141.2,0.125,6.5,3.2,271
HTL_0504,Hotel_Rome_504,italy,Rome,4 star,Boutique,,50,53,1980,2017.0,0.724,208.69,150.99,2755.5,0.032,7.6,3.3,267
HTL_0799,Hotel_Lyon_799,France,Lyon,4,Chain - National,Best Western,63,68,1968,2019.0,0.957,272.17,260.37,5987.1,0.046,8.6,3.9,368
HTL_0689,Hotel_Marseille_689,FR,Marseille,3,Independent,,63,54,1967,2007.0,0.791,136.72,108.2,,0.171,7.0,3.5,146
HTL_0798,Hotel_Malaga_798,Spain,Malaga,5,Budget,Hilton,145,201,2008,2018.0,0.918,243.09,223.23,11814.6,0.128,9.5,4.6,401
HTL_0163,Hotel_Faro_163,PT,Faro,3 star,Boutique,NH Hotels,10,7,1943,2021.0,0.616,117.51,72.38,264.2,0.115,9.0,4.1,49
HTL_0590,Hotel_Frankfurt_590,germany,Frankfurt,3,Independent,IHG,66,62,1969,2005.0,0.816,182.32,148.83,3585.2,0.068,8.7,4.3,170
HTL_0153,Hotel_Nice_153,FR,Nice,3,Chain - International,Local Chain,89,77,2015,,0.888,274.45,243.84,7921.0,0.072,7.3,4.1,238
HTL_0573,Hotel_Athens_573,Greece,Athens,4,Business,Marriott,124,147,2008,2014.0,0.716,211.0,151.05,6836.5,0.215,8.5,4.6,555
HTL_0589,Hotel_Lisbon_589,PORTUGAL,Lisbon,3,Resort,,148,144,2008,2013.0,0.807,134.53,108.51,5861.8,0.114,7.1,3.8,957
HTL_0631,Hotel_Valencia_631,ES,Valencia,3,Chain - National,Hyatt,40,33,2007,2011.0,0.817,101.14,82.62,1206.2,0.071,8.0,3.4,204
HTL_0112,Hotel_Barcelona_112,España,Barcelona,4,Chain - International,IHG,120,167,2017,,0.867,163.46,141.71,6207.0,0.086,8.8,3.6,1037
HTL_0227,Hotel_Innsbruck_227,AUSTRIA,Innsbruck,5,Chain - International,Local Chain,108,129,2004,2022.0,0.792,192.91,152.78,6022.7,0.196,9.9,4.2,391
HTL_0579,Hotel_Bilbao_579,ES,Bilbao,4,Chain - International,Radisson,93,98,1987,2022.0,0.946,171.49,162.3,5509.1,0.182,8.4,4.0,477
HTL_0104,Hotel_Madeira_104,Portugal,Madeira,5,Resort,,204,249,1997,2015.0,0.864,161.33,139.36,10376.8,0.142,7.7,3.5,568
HTL_0422,Hotel_Venice_422,italy,Venice,4,Independent,,73,65,1986,2006.0,0.646,194.06,125.44,3342.4,0.09,8.4,4.6,452
HTL_0420,Hotel_Barcelona_420,ES,Barcelona,1,Business,,56,26,1982,2007.0,0.611,76.24,46.61,952.8,0.154,6.7,2.9,309
HTL_0120,Hotel_Venice_120,Italia,Venice,4,Boutique,Marriott,50,52,2006,,0.734,159.92,117.46,2143.6,0.071,9.2,4.2,183
HTL_0054,Hotel_Bordeaux_54,France,Bordeaux,3,Boutique,,10,10,2011,,0.913,,170.54,622.5,0.025,7.6,,27
HTL_0152,Hotel_Barcelona_152,SPAIN,Barcelona,4,Budget,,174,201,1970,2009.0,0.564,218.2,123.17,7822.5,0.226,7.5,3.6,387
HTL_0404,Hotel_Paris_404,FR,Paris,3,Resort,,227,217,1975,2023.0,0.885,189.02,167.22,13854.6,0.142,6.4,3.2,1363
HTL_0778,Hotel_Malaga_778,spain,Malaga,2,Resort,,89,69,2011,,0.828,97.29,80.55,2616.8,0.097,8.0,3.4,702
HTL_0208,Hotel_Madeira_208,PT,Madeira,5,Independent,,89,106,1964,2012.0,0.824,216.56,178.55,5800.3,0.104,8.8,4.3,682
HTL_0698,Hotel_Thessaloniki_698,GREECE,Thessaloniki,4*,Resort,,218,241,1971,2011.0,0.934,157.22,146.86,11685.4,-0.063,8.8,3.9,1105
HTL_0637,Hotel_Berlin_637,DE,Berlin,4,Chain - International,Best Western,119,157,1963,2009.0,0.825,256.78,211.84,9201.1,0.198,7.4,3.8,712
HTL_0009,Hotel_Amsterdam_9,Netherlands,Amsterdam,3 star,Boutique,,38,36,1987,2001.0,0.769,174.6,134.19,1861.2,0.112,4.4,2.4,139
HTL_0671,Hotel_Bordeaux_671,FR,Bordeaux,3,Independent,,77,73,2005,2021.0,0.935,236.05,220.76,6204.3,0.19,7.3,3.8,473
HTL_0037,Hotel_Thessaloniki_37,GREECE,Thessaloniki,3,Resort,,141,147,1985,2018.0,0.781,137.96,107.74,5545.1,0.063,8.3,3.9,449
HTL_0453,Hotel_Malaga_453,ES,Malaga,2,Independent,,40,22,1993,2020.0,0.728,129.19,94.08,,-0.035,7.6,3.5,254
HTL_0254,Hotel_Rome_254,Italy,Rome,three,Boutique,,65,51,1986,2021.0,0.828,141.57,117.22,2781.1,0.024,7.3,3.1,509
HTL_0304,Hotel_Vienna_304,AUSTRIA,Vienna,4,Budget,,136,138,1977,,0.915,233.75,213.98,10621.8,0.111,7.6,3.3,316
HTL_0623,Hotel_Paris_623,France,Paris,3,Independent,AccorHotels,56,51,1986,2012.0,0.674,249.52,168.07,3435.3,0.162,7.9,3.8,184
HTL_0572,Hotel_Bilbao_572,Spain,Bilbao,3,Chain - International,IHG,123,111,1993,2022.0,0.98,147.1,144.16,6471.9,0.296,6.9,3.2,965
HTL_0596,Hotel_Cologne_596,Deutschland,Cologne,2,Chain - National,Local Chain,63,46,1897,2009.0,0.764,185.16,141.52,3254.3,0.022,8.0,3.5,336
HTL_0604,Hotel_Nice_604,FRANCE,Nice,3,Independent,,96,97,1981,2017.0,0.713,226.06,161.15,5646.7,-0.043,6.8,3.5,548
HTL_0263,Hotel_Barcelona_263,España,Barcelona,5,Chain - National,Hyatt,88,98,1991,2013.0,0.98,259.01,253.83,8152.9,0.196,9.6,4.3,240
HTL_0298,Hotel_The Hague_298,Netherlands,The Hague,3,Independent,NH Hotels,71,67,1977,2016.0,0.739,205.05,151.44,,0.055,6.7,2.6,273
HTL_0415,Hotel_Barcelona_415,spain,Barcelona,2,Boutique,,21,10,1977,2023.0,0.777,103.71,80.55,617.4,0.051,5.4,2.5,70
HTL_0151,Hotel_Venice_151,ITALY,Venice,five,Boutique,,56,67,2000,2022.0,0.98,196.27,192.35,3931.5,,8.5,4.3,163
HTL_0656,Hotel_Milan_656,ITALY,Milan,4,Independent,,139,148,1979,,0.738,133.41,98.5,4997.2,0.145,8.4,4.3,851
HTL_0733,Hotel_Cologne_733,Germany,Cologne,3,Chain - International,Meliá,72,59,2015,,0.629,244.34,153.72,4039.7,0.127,,3.1,310
HTL_0551,Hotel_Bilbao_551,Spain,Bilbao,2,Independent,,1036,937,1911,2007.0,0.675,139.3,94.05,13594.5,0.079,6.1,3.1,878
HTL_0489,Hotel_Bordeaux_489,france,Bordeaux,1,Chain - National,Marriott,49,24,1970,2022.0,0.772,91.86,70.93,1268.5,0.056,6.0,3.2,180
HTL_0148,Hotel_Nice_148,France,Nice,3,Resort,,312,261,2018,,0.844,227.42,192.01,21865.8,0.132,5.7,3.1,2001
HTL_0147,Hotel_Barcelona_147,ES,Barcelona,three,Resort,,257,228,1976,,0.959,89.44,85.74,8042.5,,7.3,3.7,1304
HTL_0605,Hotel_Santorini_605,GREECE,Santorini,4,Business,,84,94,2005,2019.0,0.789,161.45,127.34,3904.2,0.085,,3.6,626
HTL_0767,Hotel_Munich_767,Germany,Munich,one,Chain - International,Local Chain,50,21,2016,,0.84,92.98,78.06,1424.5,-0.248,5.0,2.9,199
HTL_0618,Hotel_Malaga_618,SPAIN,Malaga,3,Independent,,186,182,1962,2022.0,0.787,150.54,118.48,,0.033,5.7,2.8,1076
HTL_0349,Hotel_Barcelona_349,SPAIN,Barcelona,3,Independent,Marriott,46,39,2002,2023.0,0.564,181.93,102.63,,,7.9,3.9,257
HTL_0464,Hotel_Rome_464,IT,Rome,1,Independent,Marriott,23,12,2003,2015.0,0.608,89.34,54.31,,,5.5,3.0,132
HTL_0326,Hotel_Marseille_326,france,Marseille,3,Independent,,45,44,1973,2009.0,0.745,200.28,149.22,2451.0,0.133,7.0,3.4,227
HTL_0187,Hotel_Venice_187,Italia,Venice,3,Boutique,,22,20,2005,2019.0,0.644,174.16,112.22,901.1,0.186,8.3,4.2,59
HTL_0124,Hotel_Berlin_124,Deutschland,Berlin,3,Boutique,,28,21,1985,,0.774,,142.92,1460.7,0.094,6.7,3.2,128
HTL_0704,Hotel_Venice_704,ITALY,Venice,3,Chain - International,Hilton,92,82,1883,2006.0,0.851,124.98,106.37,3571.8,0.269,7.8,3.7,639
HTL_0144,Hotel_Marseille_144,FR,Marseille,2,Resort,,228,135,1986,2021.0,0.84,97.11,81.56,6787.4,0.174,6.1,3.2,555
HTL_0789,Hotel_Lisbon_789,Portugal,Lisbon,4,Chain - International,Radisson,210,226,2006,2015.0,0.656,108.06,70.83,5429.4,0.108,8.4,4.0,1040
HTL_0198,Hotel_Venice_198,italy,Venice,4 star,Chain - International,Local Chain,92,98,1993,2023.0,0.98,130.4,127.79,4291.2,0.082,8.0,4.2,277
HTL_0280,Hotel_Porto_280,PT,Porto,3,Independent,,135,130,1928,2010.0,0.814,121.58,99.02,4879.4,0.143,7.8,3.8,834
HTL_0294,Hotel_Rome_294,Italia,Rome,3*,Independent,,61,57,1987,2020.0,0.708,123.91,87.77,1954.1,0.123,5.7,2.9,364
HTL_0401,Hotel_Rome_401,Italia,Rome,2*,Chain - International,Radisson,67,57,1983,2009.0,0.659,97.08,63.99,1564.8,0.123,7.3,3.3,141
HTL_0123,Hotel_Malaga_123,SPAIN,Malaga,4 star,Resort,,281,301,2013,,0.595,173.34,103.13,10578.0,0.214,7.3,3.2,1419
HTL_0184,Hotel_Hamburg_184,DE,Hamburg,5,Chain - National,Best Western,102,153,2012,,0.847,231.81,196.29,7307.8,0.118,8.0,3.7,644
HTL_0203,Hotel_Bordeaux_203,FRANCE,Bordeaux,2,Chain - International,NH Hotels,112,86,1983,,0.93,185.27,172.22,7040.4,-0.163,3.6,2.1,514
HTL_0439,Hotel_Athens_439,GR,Athens,5,Independent,,136,177,1979,2000.0,0.743,227.46,168.99,8388.6,0.126,7.1,3.4,610
HTL_0247,Hotel_Athens_247,GR,Athens,4,Boutique,,59,65,2021,,0.803,199.73,160.33,3452.6,0.007,9.3,4.3,415
HTL_0416,Hotel_Faro_416,PORTUGAL,Faro,3*,Independent,,67,56,1977,,0.626,90.94,56.89,1391.3,0.121,7.1,3.2,416
HTL_0732,Hotel_Faro_732,PT,Faro,4,Budget,,166,184,1982,2016.0,0.84,93.45,78.51,4757.1,0.165,9.4,4.2,1343
HTL_0130,Hotel_Berlin_130,GERMANY,Berlin,four,Chain - National,NH Hotels,104,119,1984,,0.648,267.2,173.21,6575.0,-0.12,7.4,2.7,613
HTL_0403,Hotel_Lyon_403,france,Lyon,2,Boutique,,1013,1084,1978,2016.0,0.588,156.63,92.14,3026.7,0.164,7.9,3.8,79
HTL_0652,Hotel_Bilbao_652,España,Bilbao,1,Business,AccorHotels,39,22,2000,2009.0,0.687,67.94,46.67,664.4,-0.222,7.3,3.2,186
HTL_0642,Hotel_Cologne_642,GERMANY,Cologne,2,Resort,,186,129,1943,2009.0,0.627,117.92,73.95,5020.8,0.018,6.4,3.2,654
HTL_0752,Hotel_Berlin_752,germany,Berlin,2,Boutique,,35,22,1873,2002.0,0.572,142.34,81.35,1039.3,,7.7,4.2,101
HTL_0220,Hotel_Rome_220,IT,Rome,3,Boutique,,26,24,1995,,0.98,206.89,202.74,1924.0,0.271,6.8,3.3,130
HTL_0754,Hotel_Rome_754,italy,Rome,2,Resort,,94,69,1991,2020.0,0.698,142.58,99.47,3412.8,0.06,6.7,3.4,290
HTL_0734,Hotel_Hamburg_734,germany,Hamburg,4,Business,Marriott,126,152,1987,,0.683,208.21,142.29,6544.0,0.102,8.4,3.6,729
HTL_0757,Hotel_Frankfurt_757,Germany,Frankfurt,3,Independent,,117,108,1996,2023.0,0.639,123.59,78.93,3370.9,-0.237,7.4,3.4,479
HTL_0625,Hotel_Bilbao_625,SPAIN,Bilbao,5,Independent,,84,104,1996,2021.0,0.876,184.58,161.61,4954.9,-0.086,7.6,3.6,632
HTL_0695,Hotel_Nice_695,FRANCE,Nice,4,Resort,,184,220,1998,2004.0,0.823,244.39,201.23,13514.3,0.196,6.4,3.9,1353
HTL_0636,Hotel_Bilbao_636,España,Bilbao,3,Chain - International,Best Western,133,129,1969,2001.0,0.718,136.2,97.85,4750.2,0.166,5.0,2.8,482
HTL_0387,Hotel_Faro_387,Portugal,Faro,3,Chain - National,Hilton,84,84,2014,,0.772,93.89,72.47,2222.1,0.118,8.6,4.6,571
HTL_D0545,Hotel_The Hague_545,NL,The Hague,3*,Independent,Hilton,59,59,1999,2019.0,0.628,168.8,106.06,2284.0,0.114,6.7,3.2,231
HTL_0510,Hotel_Hamburg_510,GERMANY,Hamburg,2,Chain - National,Meliá,97,69,1979,2018.0,0.515,92.81,47.8,1692.4,,7.4,3.5,293
HTL_0268,Hotel_Faro_268,Portugal,Faro,3,Boutique,,61,55,1975,2008.0,0.821,135.24,111.1,2473.6,0.08,9.0,4.4,137
HTL_0681,Hotel_Madrid_681,ES,Madrid,4,Chain - International,NH Hotels,130,157,1965,2004.0,0.854,212.26,181.17,8596.6,0.044,8.6,4.3,745
HTL_0442,Hotel_Malaga_442,ES,Malaga,2,Chain - International,Marriott,92,79,1974,2011.0,0.913,97.99,89.44,3003.5,0.103,6.6,2.9,309
HTL_0497,Hotel_Rotterdam_497,NL,Rotterdam,2,Independent,,103,69,1980,2017.0,1.06197583970256,138.88,56.32,,0.054,6.3,3.1,236
HTL_0113,Hotel_Faro_113,PORTUGAL,Faro,5,Chain - International,AccorHotels,79,90,1980,2014.0,0.815,193.09,157.35,4537.3,0.119,10.0,4.1,208
HTL_0233,Hotel_Paris_233,france,Paris,2,Resort,,75,57,1961,2022.0,0.76,144.5,109.75,3004.4,0.263,6.5,2.7,281
HTL_0719,Hotel_Madrid_719,SPAIN,Madrid,two,Chain - International,Best Western,212,158,1964,2008.0,0.65,103.34,67.16,5196.5,0.002,7.8,3.6,386
HTL_0608,Hotel_Florence_608,IT,Florence,2,Boutique,,14,7,1963,2014.0,0.587,,65.47,334.5,0.236,,,31
HTL_0374,Hotel_Naples_374,IT,Naples,5,Resort,,258,346,1961,2012.0,0.961,287.63,276.55,26043.2,0.064,9.4,5.0,2286
HTL_0234,Hotel_Porto_234,PT,Porto,3,Chain - National,Local Chain,134,128,1966,2016.0,0.843,138.72,116.98,5721.3,0.08,8.2,4.3,479
HTL_0653,Hotel_Bordeaux_653,FRANCE,Bordeaux,3,Independent,,105,109,1988,2008.0,0.671,191.52,128.52,4925.7,0.032,6.8,2.9,643
HTL_0318,Hotel_Vienna_318,AT,Vienna,3 star,Business,Hilton,66,57,2009,,0.661,98.94,65.41,1575.7,0.231,7.6,3.2,217
HTL_0411,Hotel_Munich_411,germany,Munich,5,Chain - International,Hyatt,149,191,1960,2011.0,0.913,265.01,241.89,13155.4,0.141,8.9,4.3,1134
HTL_0741,Hotel_Barcelona_741,spain,Barcelona,4 star,Business,,134,157,2004,2008.0,0.815,156.48,127.57,6239.4,0.077,8.0,3.5,679
HTL_0359,Hotel_Amsterdam_359,NETHERLANDS,Amsterdam,2,Independent,,57,32,2006,2010.0,0.614,98.08,60.24,1253.3,0.072,7.0,3.6,272
HTL_0259,Hotel_Florence_259,IT,Florence,5,Resort,,211,274,1963,2014.0,0.849,194.37,165.07,12713.2,0.158,8.8,4.4,655
HTL_0628,Hotel_Athens_628,GR,Athens,4,Business,,132,151,1972,2000.0,0.736,196.0,144.33,6954.0,0.111,,4.4,480
HTL_0633,Hotel_Frankfurt_633,germany,Frankfurt,4,Budget,,142,170,1978,2007.0,0.833,240.43,200.19,10376.1,0.135,6.8,3.5,664
HTL_0283,Hotel_Rotterdam_283,Netherlands,Rotterdam,three,Business,,108,108,1969,2021.0,0.912,189.22,172.59,6803.3,0.192,6.9,3.5,946
HTL_0377,Hotel_Nice_377,france,Nice,3*,Chain - National,Best Western,112,105,1982,2005.0,0.604,186.3,112.58,4602.5,0.007,7.6,3.5,351
HTL_0385,Hotel_Berlin_385,germany,Berlin,3,Business,,123,104,1975,2018.0,0.804,240.6,193.45,8684.8,0.084,,3.3,710
HTL_0225,Hotel_Nice_225,france,Nice,3,Chain - National,NH Hotels,109,105,1981,2003.0,0.717,232.89,166.97,6642.8,0.085,7.0,2.8,696
HTL_0784,Hotel_Rome_784,italy,Rome,1,Chain - International,Radisson,87,41,1961,2007.0,0.813,60.09,48.84,1551.1,-0.02,,3.3,260
HTL_0677,Hotel_Mykonos_677,GR,Mykonos,two,Boutique,,26,18,1968,2006.0,0.604,116.19,70.2,666.2,,4.9,2.5,79
HTL_0473,Hotel_Lyon_473,FRANCE,Lyon,3,Independent,,152,128,1997,,0.622,206.9,128.74,7142.5,,7.7,3.8,556
HTL_0348,Hotel_Florence_348,Italy,Florence,1,Boutique,,10,5,1976,2017.0,0.748,,53.12,193.9,0.008,3.9,2.9,49
HTL_0506,Hotel_Venice_506,IT,Venice,3,Chain - International,Radisson,78,63,1993,2007.0,0.799,174.76,139.62,3975.1,0.217,6.0,3.1,596
HTL_0640,Hotel_The Hague_640,Netherlands,The Hague,4,Chain - International,Best Western,140,156,1970,2011.0,0.789,202.0,159.46,8148.6,0.087,7.4,3.6,400
HTL_D0053,Hotel_Mykonos_53,GREECE,Mykonos,3,Boutique,,13,11,1984,2003.0,0.754,109.66,82.71,392.4,0.192,6.7,3.358624801125746,54
HTL_0765,Hotel_Madrid_765,spain,Madrid,3,Chain - International,AccorHotels,101,98,1987,2015.0,0.98,146.37,143.45,5288.1,0.222,6.2,2.5,845
HTL_0746,Hotel_Marseille_746,France,Marseille,3,Resort,,190,132,2019,,0.847,199.15,168.63,11694.7,0.005,8.7,4.2,1341
HTL_0620,Hotel_Lisbon_620,PT,Lisbon,five,Chain - International,Meliá,100,134,1975,2003.0,0.976,166.97,162.89,5945.4,0.206,10.0,4.3,699
HTL_0706,Hotel_Naples_706,IT,Naples,4,Chain - International,Best Western,141,140,2017,,0.98,206.27,202.14,10403.2,0.113,6.7,3.1,780
HTL_0646,Hotel_Venice_646,italy,Venice,4,Business,IHG,92,110,2014,,0.821,192.76,158.19,5311.9,0.09,7.1,3.6,326
HTL_0699,Hotel_Vienna_699,Austria,Vienna,3,Independent,Hilton,104,98,2022,,0.641,203.84,130.7,4961.4,-0.048,9.3,4.6,494
HTL_0557,Hotel_Amsterdam_557,NETHERLANDS,Amsterdam,4*,Independent,,97,98,2004,2014.0,0.79,167.96,132.77,4700.7,0.101,8.0,3.7,217
HTL_0578,Hotel_Lyon_578,France,Lyon,5,Business,,119,151,1960,2015.0,0.785,279.65,219.5,9534.0,0.214,8.0,3.9,541
HTL_0086,Hotel_Mykonos_86,GREECE,Mykonos,4,Chain - National,AccorHotels,125,136,1985,2022.0,0.875,183.88,160.95,7343.6,0.152,8.8,3.2,588
HTL_0243,Hotel_Berlin_243,Germany,Berlin,4,Budget,,122,136,2020,,0.679,280.77,190.52,8483.7,0.043,7.0,3.4,786
HTL_0160,Hotel_Hamburg_160,DE,Hamburg,4,Chain - National,IHG,90,101,2011,,0.695,269.3,187.19,6149.1,0.033,7.7,3.4,419
HTL_0525,Hotel_Santorini_525,Greece,Santorini,5,Business,,120,156,1893,2011.0,0.778,191.51,149.02,6527.0,0.048,8.7,3.8,886
HTL_0036,Hotel_Lisbon_36,Portugal,Lisbon,4,Independent,,147,144,1967,2015.0,0.71,164.51,116.73,,0.126,8.6,4.4,283
HTL_0541,Hotel_Venice_541,italy,Venice,3,Chain - International,NH Hotels,115,97,1969,2009.0,0.98,153.92,150.84,6331.5,0.112,,3.7,864
HTL_0171,Hotel_Venice_171,IT,Venice,3 star,Resort,,138,111,1981,2014.0,0.829,171.76,142.31,7168.3,0.1,6.4,3.0,1093
HTL_0655,Hotel_Nice_655,France,Nice,2,Independent,Hilton,126,78,2013,,0.72,116.13,83.57,3843.2,0.205,7.0,2.8,878
HTL_0708,Hotel_Florence_708,ITALY,Florence,4,Chain - International,AccorHotels,168,165,1966,2022.0,0.719,162.74,116.98,7173.4,0.14,8.1,3.9,484
HTL_0786,Hotel_Madeira_786,PORTUGAL,Madeira,3,Boutique,,44,40,1998,2020.0,0.77,110.25,84.92,1363.8,0.071,8.3,4.2,284
HTL_0777,Hotel_Bordeaux_777,france,Bordeaux,4,Budget,Marriott,123,134,1997,2002.0,0.774,300.26,232.34,10430.7,0.076,9.2,3.6,304
HTL_0096,Hotel_Madeira_96,PT,Madeira,4 star,Independent,,69,80,2004,2022.0,0.804,143.23,115.22,2901.9,0.064,7.8,4.2,165
HTL_0564,Hotel_Porto_564,PORTUGAL,Porto,5,Independent,,156,190,2014,,0.883,165.6,146.27,,0.226,9.7,4.5,383
HTL_0241,Hotel_Naples_241,ITALY,Naples,4*,Independent,,283,298,2013,,0.651,194.65,126.76,13093.4,0.001,9.0,4.7,743
HTL_0575,Hotel_Cologne_575,germany,Cologne,1 star,Chain - International,IHG,25,15,1972,2007.0,0.56,,64.4,587.6,0.087,6.3,2.8,66
HTL_0461,Hotel_Amsterdam_461,Netherlands,Amsterdam,1,Chain - National,NH Hotels,68,22,1985,2018.0,0.674,99.29,66.96,1661.9,0.066,,3.4,427
HTL_0554,Hotel_Valencia_554,Spain,Valencia,3 star,Business,,99,104,1947,2008.0,0.559,119.41,66.79,2413.6,0.02,6.3,3.4,287
HTL_0735,Hotel_Malaga_735,España,Malaga,4,Chain - National,NH Hotels,97,96,1965,2016.0,0.802,222.15,178.26,6311.3,0.095,8.4,4.3,445
HTL_0207,Hotel_Faro_207,PT,Faro,3,Chain - National,AccorHotels,88,64,2006,2009.0,0.586,123.15,72.12,2316.4,0.173,7.7,3.7,306
HTL_0393,Hotel_Marseille_393,France,Marseille,1,Resort,,70,36,1999,2015.0,0.732,72.72,53.22,1359.7,0.033,5.7,3.3,267
HTL_0398,Hotel_Santorini_398,GR,Santorini,5,Chain - International,Meliá,114,135,2021,,0.98,156.92,153.78,6398.9,0.05,10.0,4.5,856
HTL_D0076,Hotel_Santorini_76,GR,Santorini,4,Independent,NH Hotels,54,68,2011,,0.722,180.29,130.2,,0.057,,3.756134546717002,292
HTL_0218,Hotel_Amsterdam_218,NL,Amsterdam,3,Business,,70,59,1984,2023.0,0.561,159.54,89.51,2286.9,0.092,7.6,3.5,158
HTL_0005,Hotel_Venice_5,IT,Venice,1,Chain - International,Hilton,67,34,2004,2012.0,0.771,72.06,55.55,1358.6,,5.5,2.4,205
